bus,41,83440,83346,Balti jaam,38,Z
bus,42,83742,83712,Priisle,340,Z
bus,54,83884,83754,Priisle,482,Z
bus,21,84044,83898,Balti jaam,642,Z
bus,42,84312,84312,Priisle,910,Z
bus,8,84360,84360,Äigrumäe,958,Z
bus,41,84666,84666,Balti jaam,1264,Z
bus,25,84792,84792,Reisisadama D-terminal,1390,Z
bus,42,84912,84912,Priisle,1510,Z
bus,21,85158,85158,Balti jaam,1756,Z
bus,54,85194,85194,Priisle,1792,Z
bus,42,85812,85812,Priisle,2410,Z
bus,41,85854,85854,Balti jaam,2452,Z
bus,21,86358,86358,Balti jaam,2956,Z
bus,54,86634,86634,Priisle,3232,Z
bus,42,86712,86712,Priisle,3310,Z
bus,41,83440,83346,Balti jaam,23,Z
bus,42,83742,83712,Priisle,325,Z
bus,54,83884,83754,Priisle,467,Z
bus,21,84044,83898,Balti jaam,627,Z
bus,42,84312,84312,Priisle,895,Z
bus,8,84360,84360,Äigrumäe,943,Z
bus,41,84666,84666,Balti jaam,1249,Z
bus,25,84792,84792,Reisisadama D-terminal,1375,Z
bus,42,84912,84912,Priisle,1495,Z
bus,21,85158,85158,Balti jaam,1741,Z
bus,54,85194,85194,Priisle,1777,Z
bus,42,85812,85812,Priisle,2395,Z
bus,41,85854,85854,Balti jaam,2437,Z
bus,21,86358,86358,Balti jaam,2941,Z
bus,54,86634,86634,Priisle,3217,Z
bus,42,86712,86712,Priisle,3295,Z
bus,41,87012,87012,Balti jaam,3595,Z
bus,42,83764,83712,Priisle,331,Z
bus,54,83900,83754,Priisle,467,Z
bus,21,84056,83898,Balti jaam,623,Z
bus,42,84312,84312,Priisle,879,Z
bus,8,84360,84360,Äigrumäe,927,Z
bus,41,84666,84666,Balti jaam,1233,Z
bus,25,84792,84792,Reisisadama D-terminal,1359,Z
bus,42,84912,84912,Priisle,1479,Z
bus,21,85158,85158,Balti jaam,1725,Z
bus,54,85194,85194,Priisle,1761,Z
bus,42,85812,85812,Priisle,2379,Z
bus,41,85854,85854,Balti jaam,2421,Z
bus,21,86358,86358,Balti jaam,2925,Z
bus,54,86634,86634,Priisle,3201,Z
bus,42,86712,86712,Priisle,3279,Z
bus,41,87012,87012,Balti jaam,3579,Z
bus,42,83764,83712,Priisle,316,Z
bus,54,83900,83754,Priisle,452,Z
bus,21,84056,83898,Balti jaam,608,Z
bus,42,84312,84312,Priisle,864,Z
bus,8,84360,84360,Äigrumäe,912,Z
bus,41,84666,84666,Balti jaam,1218,Z
bus,25,84792,84792,Reisisadama D-terminal,1344,Z
bus,42,84912,84912,Priisle,1464,Z
bus,21,85158,85158,Balti jaam,1710,Z
bus,54,85194,85194,Priisle,1746,Z
bus,42,85812,85812,Priisle,2364,Z
bus,41,85854,85854,Balti jaam,2406,Z
bus,21,86358,86358,Balti jaam,2910,Z
bus,54,86634,86634,Priisle,3186,Z
bus,42,86712,86712,Priisle,3264,Z
bus,41,87012,87012,Balti jaam,3564,Z
bus,42,83768,83712,Priisle,305,Z
bus,54,83896,83754,Priisle,433,Z
bus,21,84080,83898,Balti jaam,617,Z
bus,42,84312,84312,Priisle,849,Z
bus,8,84360,84360,Äigrumäe,897,Z
bus,41,84666,84666,Balti jaam,1203,Z
bus,25,84792,84792,Reisisadama D-terminal,1329,Z
bus,42,84912,84912,Priisle,1449,Z
bus,21,85158,85158,Balti jaam,1695,Z
bus,54,85194,85194,Priisle,1731,Z
bus,42,85812,85812,Priisle,2349,Z
bus,41,85854,85854,Balti jaam,2391,Z
bus,21,86358,86358,Balti jaam,2895,Z
bus,54,86634,86634,Priisle,3171,Z
bus,42,86712,86712,Priisle,3249,Z
bus,41,87012,87012,Balti jaam,3549,Z
bus,42,83774,83712,Priisle,295,Z
bus,54,83892,83754,Priisle,413,Z
bus,21,84076,83898,Balti jaam,597,Z
bus,42,84312,84312,Priisle,833,Z
bus,8,84360,84360,Äigrumäe,881,Z
bus,41,84666,84666,Balti jaam,1187,Z
bus,25,84792,84792,Reisisadama D-terminal,1313,Z
bus,42,84912,84912,Priisle,1433,Z
bus,21,85158,85158,Balti jaam,1679,Z
bus,54,85194,85194,Priisle,1715,Z
bus,42,85812,85812,Priisle,2333,Z
bus,41,85854,85854,Balti jaam,2375,Z
bus,21,86358,86358,Balti jaam,2879,Z
bus,54,86634,86634,Priisle,3155,Z
bus,42,86712,86712,Priisle,3233,Z
bus,41,87012,87012,Balti jaam,3533,Z
bus,42,83774,83712,Priisle,280,Z
bus,54,83892,83754,Priisle,398,Z
bus,21,84076,83898,Balti jaam,582,Z
bus,42,84312,84312,Priisle,818,Z
bus,8,84360,84360,Äigrumäe,866,Z
bus,41,84666,84666,Balti jaam,1172,Z
bus,25,84792,84792,Reisisadama D-terminal,1298,Z
bus,42,84912,84912,Priisle,1418,Z
bus,21,85158,85158,Balti jaam,1664,Z
bus,54,85194,85194,Priisle,1700,Z
bus,42,85812,85812,Priisle,2318,Z
bus,41,85854,85854,Balti jaam,2360,Z
bus,21,86358,86358,Balti jaam,2864,Z
bus,54,86634,86634,Priisle,3140,Z
bus,42,86712,86712,Priisle,3218,Z
bus,41,87012,87012,Balti jaam,3518,Z
bus,42,83772,83712,Priisle,263,Z
bus,54,83882,83754,Priisle,373,Z
bus,21,84076,83898,Balti jaam,567,Z
bus,42,84312,84312,Priisle,803,Z
bus,8,84360,84360,Äigrumäe,851,Z
bus,41,84666,84666,Balti jaam,1157,Z
bus,25,84792,84792,Reisisadama D-terminal,1283,Z
bus,42,84912,84912,Priisle,1403,Z
bus,21,85158,85158,Balti jaam,1649,Z
bus,54,85194,85194,Priisle,1685,Z
bus,42,85812,85812,Priisle,2303,Z
bus,41,85854,85854,Balti jaam,2345,Z
bus,21,86358,86358,Balti jaam,2849,Z
bus,54,86634,86634,Priisle,3125,Z
bus,42,86712,86712,Priisle,3203,Z
bus,41,87012,87012,Balti jaam,3503,Z
bus,42,83772,83712,Priisle,247,Z
bus,54,83882,83754,Priisle,357,Z
bus,21,84076,83898,Balti jaam,551,Z
bus,42,84312,84312,Priisle,787,Z
bus,8,84360,84360,Äigrumäe,835,Z
bus,41,84666,84666,Balti jaam,1141,Z
bus,25,84792,84792,Reisisadama D-terminal,1267,Z
bus,42,84912,84912,Priisle,1387,Z
bus,21,85158,85158,Balti jaam,1633,Z
bus,54,85194,85194,Priisle,1669,Z
bus,42,85812,85812,Priisle,2287,Z
bus,41,85854,85854,Balti jaam,2329,Z
bus,21,86358,86358,Balti jaam,2833,Z
bus,54,86634,86634,Priisle,3109,Z
bus,42,86712,86712,Priisle,3187,Z
bus,41,87012,87012,Balti jaam,3487,Z
bus,42,83774,83712,Priisle,234,Z
bus,54,83882,83754,Priisle,342,Z
bus,21,84128,83898,Balti jaam,588,Z
bus,42,84312,84312,Priisle,772,Z
bus,8,84360,84360,Äigrumäe,820,Z
bus,41,84666,84666,Balti jaam,1126,Z
bus,25,84792,84792,Reisisadama D-terminal,1252,Z
bus,42,84912,84912,Priisle,1372,Z
bus,21,85158,85158,Balti jaam,1618,Z
bus,54,85194,85194,Priisle,1654,Z
bus,42,85812,85812,Priisle,2272,Z
bus,41,85854,85854,Balti jaam,2314,Z
bus,21,86358,86358,Balti jaam,2818,Z
bus,54,86634,86634,Priisle,3094,Z
bus,42,86712,86712,Priisle,3172,Z
bus,41,87012,87012,Balti jaam,3472,Z
bus,42,83792,83712,Priisle,237,Z
bus,54,83886,83754,Priisle,331,Z
bus,21,84120,83898,Balti jaam,565,Z
bus,42,84312,84312,Priisle,757,Z
bus,8,84360,84360,Äigrumäe,805,Z
bus,41,84666,84666,Balti jaam,1111,Z
bus,25,84792,84792,Reisisadama D-terminal,1237,Z
bus,42,84912,84912,Priisle,1357,Z
bus,21,85158,85158,Balti jaam,1603,Z
bus,54,85194,85194,Priisle,1639,Z
bus,42,85812,85812,Priisle,2257,Z
bus,41,85854,85854,Balti jaam,2299,Z
bus,21,86358,86358,Balti jaam,2803,Z
bus,54,86634,86634,Priisle,3079,Z
bus,42,86712,86712,Priisle,3157,Z
bus,41,87012,87012,Balti jaam,3457,Z
bus,42,83792,83712,Priisle,221,Z
bus,54,83886,83754,Priisle,315,Z
